Volcano Number,Volcano Name,Eruption Number,Eruption Category,Start Year,Start Month,Start Day,End Year,End Month,End Day,Latitude,Longitude,,,,,,,,
261220,Kaba,15542,Confirmed Eruption,1907,0,0,,,,-3.522,102.615,,,,,,,,
274030,Babuyan Claro,16882,Confirmed Eruption,1907,0,0,,,,19.524,121.95,,,,,,,,
252010,Langila,14983,Confirmed Eruption,1907,0,0,,,,-5.525,148.42,,,,,,,,
222120,"Lengai, Ol Doinyo",14006,Confirmed Eruption,1907,0,0,1910,8,4,-2.764,35.914,,,,,,,,
311310,Makushin,19982,Confirmed Eruption,1907,0,0,,,,53.891,-166.923,,,,,,,,
311161,Korovin,19754,Confirmed Eruption,1907,0,0,,,,52.381,-174.166,,,,,,,,
311320,Akutan,20011,Confirmed Eruption,1907,0,0,,,,54.134,-165.986,,,,,,,,
354020,Ubinas,11630,Confirmed Eruption,1907,0,0,,,,-16.355,-70.903,,,,,,,,
357070,"Chillan, Nevados de",11980,Confirmed Eruption,1907,0,0,,,,-36.868,-71.378,,,,,,,,
357110,Llaima,12043,Confirmed Eruption,1907,0,0,1908,3,0,-38.692,-71.729,,,,,,,,
382030,Sao Jorge,12996,Confirmed Eruption,1907,0,0,,,,38.65,-28.08,,,,,,,,
332010,Kilauea,10075,Confirmed Eruption,1906,12,2,1924,2,0,19.421,-155.287,,,,,,,,
243060,Tofua,14749,Confirmed Eruption,1906,12,0,,,,-19.75,-175.07,,,,,,,,
354020,Ubinas,11629,Confirmed Eruption,1906,10,0,,,,-16.355,-70.903,,,,,,,,
263310,Tengger Caldera,16043,Confirmed Eruption,1906,9,25,1907,5,18,-7.942,112.95,,,,,,,,
263210,Sundoro,15803,Confirmed Eruption,1906,9,22,1906,12,20,-7.3,109.992,,,,,,,,
352050,Cotopaxi,11588,Confirmed Eruption,1906,8,21,1906,9,19,-0.677,-78.436,,,,,,,,
357070,"Chillan, Nevados de",11979,Confirmed Eruption,1906,8,6,1906,12,0,-36.868,-71.378,,,,,,,,
266030,Soputan,13585,Confirmed Eruption,1906,6,17,1906,9,0,1.112,124.737,,,,,,,,
282110,Asosan,17292,Confirmed Eruption,1906,6,7,,,,32.884,131.104,,,,,,,,
311110,Kanaga,19718,Confirmed Eruption,1906,5,0,,,,51.923,-177.168,,,,,,,,
221080,Erta Ale,13931,Confirmed Eruption,1906,5,0,,,,13.6,40.67,,,,,,,,
264030,Rinjani,16215,Confirmed Eruption,1906,4,29,,,,-8.42,116.47,,,,,,,,
357120,Villarrica,12139,Confirmed Eruption,1906,4,22,1906,12,0,-39.42,-71.93,,,,,,,,
284070,Myojinsho,18312,Confirmed Eruption,1906,4,7,1906,4,14,31.888,139.918,,,,,,,,
283110,Asamayama,17768,Confirmed Eruption,1906,4,6,1906,4,6,36.406,138.523,,,,,,,,
241100,Ruapehu,14616,Confirmed Eruption,1906,3,15,,,,-39.28,175.57,,,,,,,,
311300,Bogoslof,19856,Confirmed Eruption,1906,3,1,1907,9,1,53.93,-168.03,,,,,,,,
241080,Tongariro,13569,Confirmed Eruption,1906,3,0,,,,-39.157,175.632,,,,,,,,
243100,Fonualei,14780,Confirmed Eruption,1906,3,0,,,,-18.023,-174.317,,,,,,,,
241050,Okataina,14511,Confirmed Eruption,1906,2,21,1906,2,21,-38.12,176.5,,,,,,,,
263250,Merapi,15893,Confirmed Eruption,1906,1,26,1907,2,17,-7.54,110.446,,,,,,,,
344100,Masaya,11022,Confirmed Eruption,1906,1,2,1906,1,9,11.985,-86.165,,,,,,,,
243060,Tofua,14748,Confirmed Eruption,1906,1,0,1906,2,0,-19.75,-175.07,,,,,,,,
223030,Nyiragongo,14095,Confirmed Eruption,1906,0,0,,,,-1.52,29.25,,,,,,,,
312030,Pavlof,20125,Confirmed Eruption,1906,0,0,1911,12,7,55.417,-161.894,,,,,,,,
290320,Nemo Peak,17633,Confirmed Eruption,1906,0,0,,,,49.57,154.808,,,,,,,,
284150,Asuncion,18500,Confirmed Eruption,1906,0,0,,,,19.671,145.406,,,,,,,,
351060,Purace,11329,Confirmed Eruption,1906,0,0,,,,2.32,-76.4,,,,,,,,
358020,Calbuco,12254,Confirmed Eruption,1906,0,0,,,,-41.33,-72.618,,,,,,,,
358030,Huequi,12268,Confirmed Eruption,1906,0,0,1907,0,0,-42.377,-72.578,,,,,,,,
357060,"Azul, Cerro",11952,Confirmed Eruption,1906,0,0,,,,-35.653,-70.761,,,,,,,,
272020,Kanlaon,16729,Confirmed Eruption,1905,11,6,1906,1,16,10.412,123.132,,,,,,,,
261140,Marapi,15440,Confirmed Eruption,1905,11,1,,,,-0.38,100.474,,,,,,,,
264090,Inielika,16257,Confirmed Eruption,1905,11,0,1905,11,0,-8.73,120.98,,,,,,,,
357021,Maipo,11911,Confirmed Eruption,1905,10,28,1905,10,30,-34.164,-69.832,,,,,,,,
283120,Kusatsu-Shiranesan,17829,Confirmed Eruption,1905,10,0,1905,10,0,36.618,138.528,,,,,,,,
285020,Hokkaido-Komagatake,18569,Confirmed Eruption,1905,8,19,1905,9,1,42.063,140.677,,,,,,,,
263300,Semeru,13575,Confirmed Eruption,1905,8,4,,,,-8.108,112.922,,,,,,,,
244040,Savai'i,14816,Confirmed Eruption,1905,8,4,1911,11,0,-13.612,-172.525,,,,,,,,
223020,Nyamulagira,14047,Confirmed Eruption,1905,7,22,1905,9,25,-1.408,29.2,,,,,,,,
241050,Okataina,14510,Confirmed Eruption,1905,6,17,1905,6,17,-38.12,176.5,,,,,,,,
267020,Karangetang,16504,Confirmed Eruption,1905,5,21,1905,5,22,2.781,125.407,,,,,,,,
332010,Kilauea,10074,Confirmed Eruption,1905,2,22,1906,4,0,19.421,-155.287,,,,,,,,
241050,Okataina,14509,Confirmed Eruption,1905,2,18,1905,2,23,-38.12,176.5,,,,,,,,
233020,"Fournaise, Piton de la",14312,Confirmed Eruption,1905,2,15,1905,2,16,-21.244,55.708,,,,,,,,
344090,Momotombo,11002,Confirmed Eruption,1905,1,16,1905,1,21,12.423,-86.539,,,,,,,,
263250,Merapi,15892,Confirmed Eruption,1905,1,0,1905,6,1,-7.54,110.446,,,,,,,,
300270,Sheveluch,19575,Confirmed Eruption,1905,0,0,,,,56.653,161.36,,,,,,,,
283190,Zaozan [Zaosan],17985,Confirmed Eruption,1905,0,0,,,,38.144,140.44,,,,,,,,
264010,Batur,16187,Confirmed Eruption,1905,0,0,,,,-8.242,115.375,,,,,,,,
261230,Dempo,15560,Confirmed Eruption,1905,0,0,,,,-4.016,103.121,,,,,,,,
223030,Nyiragongo,14094,Confirmed Eruption,1905,0,0,,,,-1.52,29.25,,,,,,,,
241080,Tongariro,13568,Confirmed Eruption,1905,0,0,,,,-39.157,175.632,,,,,,,,
352050,Cotopaxi,11587,Confirmed Eruption,1905,0,0,,,,-0.677,-78.436,,,,,,,,
357150,Puyehue-Cordon Caulle,12209,Confirmed Eruption,1905,0,0,,,,-40.59,-72.117,,,,,,,,
390031,Penguin Island,13165,Confirmed Eruption,1905,0,0,,,,-62.1,-57.93,,,,,,,,
241080,Tongariro,13567,Confirmed Eruption,1904,11,22,,,,-39.157,175.632,,,,,,,,
284130,Fukutoku-Oka-no-Ba,18446,Confirmed Eruption,1904,11,14,1905,5,16,24.285,141.481,,,,,,,,
251020,Manam,14903,Confirmed Eruption,1904,10,26,1904,10,27,-4.08,145.037,,,,,,,,
266110,Mahawu,16467,Confirmed Eruption,1904,10,4,,,,1.352,124.865,,,,,,,,
267030,Banua Wuhu,16549,Confirmed Eruption,1904,8,27,,,,3.138,125.491,,,,,,,,
233020,"Fournaise, Piton de la",14311,Confirmed Eruption,1904,8,19,1904,10,17,-21.244,55.708,,,,,,,,
252130,Lolobau,15081,Confirmed Eruption,1904,8,9,1905,10,18,-4.92,151.158,,,,,,,,
283110,Asamayama,17766,Confirmed Eruption,1904,8,4,1904,8,4,36.406,138.523,,,,,,,,
263180,Slamet,15740,Confirmed Eruption,1904,7,14,1904,8,9,-7.242,109.208,,,,,,,,
265050,Teon,16378,Confirmed Eruption,1904,6,3,,,,-6.976,129.144,,,,,,,,
344100,Masaya,11021,Confirmed Eruption,1904,5,0,1904,6,0,11.985,-86.165,,,,,,,,
251020,Manam,14902,Confirmed Eruption,1904,4,30,,,,-4.08,145.037,,,,,,,,
267010,Ruang,16485,Confirmed Eruption,1904,4,22,1905,5,27,2.3,125.37,,,,,,,,
261140,Marapi,15439,Confirmed Eruption,1904,4,18,1904,4,18,-0.38,100.474,,,,,,,,
267030,Banua Wuhu,16548,Confirmed Eruption,1904,4,17,1904,4,18,3.138,125.491,,,,,,,,
300060,Mutnovsky,18963,Confirmed Eruption,1904,4,2,1904,6,26,52.449,158.196,,,,,,,,
273070,Taal,16851,Confirmed Eruption,1904,4,0,1904,7,15,14.002,120.993,,,,,,,,
223020,Nyamulagira,14046,Confirmed Eruption,1904,4,0,1904,5,16,-1.408,29.2,,,,,,,,
233010,Karthala,14194,Confirmed Eruption,1904,2,25,1904,4,0,-11.75,43.38,,,,,,,,
300260,Klyuchevskoy,19431,Confirmed Eruption,1904,1,31,1904,6,14,56.056,160.642,,,,,,,,
343020,Santa Ana,10690,Confirmed Eruption,1904,1,12,1904,1,26,13.853,-89.63,,,,,,,,
263300,Semeru,13574,Confirmed Eruption,1904,1,2,1904,1,16,-8.108,112.922,,,,,,,,
264010,Batur,16186,Confirmed Eruption,1904,0,0,,,,-8.242,115.375,,,,,,,,
264220,Iliboleng,16311,Confirmed Eruption,1904,0,0,,,,-8.342,123.258,,,,,,,,
272020,Kanlaon,16728,Confirmed Eruption,1904,0,0,,,,10.412,123.132,,,,,,,,
222120,"Lengai, Ol Doinyo",14005,Confirmed Eruption,1904,0,0,,,,-2.764,35.914,,,,,,,,
300240,Tolbachik,19299,Confirmed Eruption,1904,0,0,,,,55.832,160.326,,,,,,,,
311110,Kanaga,19717,Confirmed Eruption,1904,0,0,,,,51.923,-177.168,,,,,,,,
341040,Colima,10457,Confirmed Eruption,1904,0,0,1906,0,0,19.514,-103.62,,,,,,,,
357120,Villarrica,12138,Confirmed Eruption,1904,0,0,,,,-39.42,-71.93,,,,,,,,
353090,Santiago,11733,Confirmed Eruption,1904,0,0,1906,12,15,-0.22,-90.77,,,,,,,,
265060,Nila,16379,Confirmed Eruption,1903,12,8,,,,-6.73,129.5,,,,,,,,
263340,Raung,16121,Confirmed Eruption,1903,11,28,1904,1,0,-8.119,114.056,,,,,,,,
332010,Kilauea,10073,Confirmed Eruption,1903,11,25,1904,1,10,19.421,-155.287,,,,,,,,
343030,Izalco,10809,Confirmed Eruption,1903,11,0,1905,3,0,13.813,-89.633,,,,,,,,
263210,Sundoro,15802,Confirmed Eruption,1903,10,17,1903,10,21,-7.3,109.992,,,,,,,,
352050,Cotopaxi,11586,Confirmed Eruption,1903,9,26,1904,12,0,-0.677,-78.436,,,,,,,,
332020,Mauna Loa,10213,Confirmed Eruption,1903,9,1,1903,12,7,19.475,-155.608,,,,,,,,
282090,Kirishimayama,17153,Confirmed Eruption,1903,8,29,1903,11,25,31.934,130.862,,,,,,,,
357110,Llaima,12042,Confirmed Eruption,1903,5,12,1903,5,14,-38.692,-71.729,,,,,,,,
305060,Changbaishan,19650,Confirmed Eruption,1903,4,15,,,,41.98,128.08,,,,,,,,
273070,Taal,16850,Confirmed Eruption,1903,4,0,,,,14.002,120.993,,,,,,,,
263300,Semeru,13573,Confirmed Eruption,1903,3,26,1903,6,0,-8.108,112.922,,,,,,,,
282020,Io-Torishima,16917,Confirmed Eruption,1903,3,15,1903,8,26,27.881,128.223,,,,,,,,
341040,Colima,10456,Confirmed Eruption,1903,2,15,1903,10,30,19.514,-103.62,,,,,,,,
390020,Erebus,13154,Confirmed Eruption,1903,1,1,,,,-77.53,167.17,,,,,,,,
342030,Santa Maria,10625,Confirmed Eruption,1903,0,0,1913,0,0,14.757,-91.552,,,,,,,,
224004,Santa Isabel,14114,Confirmed Eruption,1903,0,0,,,,3.588,8.762,,,,,,,,
233020,"Fournaise, Piton de la",14310,Confirmed Eruption,1903,0,0,,,,-21.244,55.708,,,,,,,,
258020,Hunter Island,15367,Confirmed Eruption,1903,0,0,,,,-22.4,172.05,,,,,,,,
241100,Ruapehu,14615,Confirmed Eruption,1903,0,0,,,,-39.28,175.57,,,,,,,,
263250,Merapi,15891,Confirmed Eruption,1902,12,0,1904,6,20,-7.54,110.446,,,,,,,,
373012,Thordarhyrna,12823,Confirmed Eruption,1902,12,0,1904,1,12,64.267,-17.617,,,,,,,,
373030,Bardarbunga,12885,Confirmed Eruption,1902,12,0,1903,6,0,64.633,-17.516,,,,,,,,
244040,Savai'i,14815,Confirmed Eruption,1902,10,30,1902,11,17,-13.612,-172.525,,,,,,,,
342030,Santa Maria,10624,Confirmed Eruption,1902,10,24,1902,11,12,14.757,-91.552,,,,,,,,
233020,"Fournaise, Piton de la",14309,Confirmed Eruption,1902,8,13,1902,8,18,-21.244,55.708,,,,,,,,
284090,Izu-Torishima,18368,Confirmed Eruption,1902,8,7,1902,8,24,30.484,140.303,,,,,,,,
283110,Asamayama,17764,Confirmed Eruption,1902,8,5,1902,8,20,36.406,138.523,,,,,,,,
283120,Kusatsu-Shiranesan,17827,Confirmed Eruption,1902,7,15,1902,9,24,36.618,138.528,,,,,,,,
315020,Wrangell,20413,Confirmed Eruption,1902,7,15,,,,62.006,-144.017,,,,,,,,
344100,Masaya,11020,Confirmed Eruption,1902,7,15,1903,11,0,11.985,-86.165,,,,,,,,
332010,Kilauea,10072,Confirmed Eruption,1902,6,3,1903,3,5,19.421,-155.287,,,,,,,,
343030,Izalco,10808,Confirmed Eruption,1902,5,10,1902,12,30,13.813,-89.633,,,,,,,,
382030,Sao Jorge,12995,Confirmed Eruption,1902,5,7,1902,5,8,38.65,-28.08,,,,,,,,
360150,Soufriere St. Vincent,12453,Confirmed Eruption,1902,5,6,1903,3,30,13.33,-61.18,,,,,,,,
263210,Sundoro,15801,Confirmed Eruption,1902,5,1,1902,5,25,-7.3,109.992,,,,,,,,
360120,Pelee,12430,Confirmed Eruption,1902,4,23,1905,10,5,14.809,-61.165,,,,,,,,
223020,Nyamulagira,14045,Confirmed Eruption,1902,4,22,,,,-1.408,29.2,,,,,,,,
344090,Momotombo,11001,Confirmed Eruption,1902,3,31,,,,12.423,-86.539,,,,,,,,
263340,Raung,16120,Confirmed Eruption,1902,2,16,1902,2,27,-8.119,114.056,,,,,,,,
332010,Kilauea,10071,Confirmed Eruption,1902,2,14,1902,2,0,19.421,-155.287,,,,,,,,
283110,Asamayama,17763,Confirmed Eruption,1902,2,7,1902,2,7,36.406,138.523,,,,,,,,
263250,Merapi,15890,Confirmed Eruption,1902,2,3,1902,2,3,-7.54,110.446,,,,,,,,
272020,Kanlaon,16727,Confirmed Eruption,1902,1,31,,,,10.412,123.132,,,,,,,,
313030,Redoubt,20384,Confirmed Eruption,1902,1,18,,,,60.485,-152.742,,,,,,,,
223030,Nyiragongo,14093,Confirmed Eruption,1902,0,0,,,,-1.52,29.25,,,,,,,,
273030,Mayon,16796,Confirmed Eruption,1902,0,0,,,,13.257,123.685,,,,,,,,
263050,Salak,15644,Confirmed Eruption,1902,0,0,1903,0,0,-6.72,106.73,,,,,,,,
311180,Seguam,19778,Confirmed Eruption,1902,0,0,,,,52.315,-172.51,,,,,,,,
283230,Akita-Komagatake,18051,Confirmed Eruption,1902,0,0,,,,39.761,140.799,,,,,,,,
344120,Concepcion,11050,Confirmed Eruption,1902,0,0,,,,11.538,-85.622,,,,,,,,
351060,Purace,11328,Confirmed Eruption,1902,0,0,,,,2.32,-76.4,,,,,,,,
355100,Lascar,11854,Confirmed Eruption,1902,0,0,,,,-23.37,-67.73,,,,,,,,
357120,Villarrica,21003,Confirmed Eruption,1902,,,,,,-39.42,-71.93,,,,,,,,
300100,Avachinsky,19096,Confirmed Eruption,1901,7,7,1901,7,13,53.256,158.836,,,,,,,,
233020,"Fournaise, Piton de la",14308,Confirmed Eruption,1901,7,4,1901,7,6,-21.244,55.708,,,,,,,,
264030,Rinjani,16214,Confirmed Eruption,1901,6,1,1901,6,2,-8.42,116.47,,,,,,,,
355070,San Pedro-San Pablo,11834,Confirmed Eruption,1901,5,25,1901,8,0,-21.888,-68.391,,,,,,,,
263280,Kelud,15952,Confirmed Eruption,1901,5,22,1901,5,23,-7.935,112.314,,,,,,,,
265090,Banda Api,16418,Confirmed Eruption,1901,5,18,,,,-4.523,129.881,,,,,,,,
357010,Tupungatito,11894,Confirmed Eruption,1901,4,0,,,,-33.425,-69.797,,,,,,,,
233020,"Fournaise, Piton de la",14307,Confirmed Eruption,1901,2,21,1901,2,25,-21.244,55.708,,,,,,,,
266030,Soputan,13584,Confirmed Eruption,1901,2,4,,,,1.112,124.737,,,,,,,,
263300,Semeru,13572,Confirmed Eruption,1901,1,29,1901,1,30,-8.108,112.922,,,,,,,,
268010,Dukono,16576,Confirmed Eruption,1901,0,0,,,,1.693,127.894,,,,,,,,
223030,Nyiragongo,14092,Confirmed Eruption,1901,0,0,,,,-1.52,29.25,,,,,,,,
223020,Nyamulagira,14044,Confirmed Eruption,1901,0,0,,,,-1.408,29.2,,,,,,,,
300030,Iliinsky,18914,Confirmed Eruption,1901,0,0,,,,51.498,157.203,,,,,,,,
311360,Shishaldin,20071,Confirmed Eruption,1901,0,0,,,,54.756,-163.97,,,,,,,,
312030,Pavlof,20124,Confirmed Eruption,1901,0,0,,,,55.417,-161.894,,,,,,,,
264030,Rinjani,16213,Confirmed Eruption,1900,11,30,1900,12,2,-8.42,116.47,,,,,,,,
261230,Dempo,15559,Confirmed Eruption,1900,10,26,1900,10,27,-4.016,103.121,,,,,,,,
283120,Kusatsu-Shiranesan,17826,Confirmed Eruption,1900,10,1,1900,10,1,36.618,138.528,,,,,,,,
283170,Adatarayama,17912,Confirmed Eruption,1900,7,17,1900,7,17,37.647,140.281,,,,,,,,
261230,Dempo,15558,Confirmed Eruption,1900,6,4,1900,6,4,-4.016,103.121,,,,,,,,
315020,Wrangell,20412,Confirmed Eruption,1900,6,0,,,,62.006,-144.017,,,,,,,,
233020,"Fournaise, Piton de la",14306,Confirmed Eruption,1900,5,11,1900,5,30,-21.244,55.708,,,,,,,,
263300,Semeru,13571,Confirmed Eruption,1900,3,29,1900,4,11,-8.108,112.922,,,,,,,,
273030,Mayon,16795,Confirmed Eruption,1900,3,1,1900,3,6,13.257,123.685,,,,,,,,
283110,Asamayama,17762,Confirmed Eruption,1900,1,22,1901,10,0,36.406,138.523,,,,,,,,
241050,Okataina,14508,Confirmed Eruption,1900,1,0,1904,11,1,-38.12,176.5,,,,,,,,
252010,Langila,14982,Confirmed Eruption,1900,0,0,,,,-5.525,148.42,,,,,,,,
223030,Nyiragongo,14091,Confirmed Eruption,1900,0,0,,,,-1.52,29.25,,,,,,,,
221250,Tullu Moye,13956,Confirmed Eruption,1900,0,0,,,,8.159,39.137,,,,,,,,
274020,Didicas,16875,Confirmed Eruption,1900,0,0,,,,19.077,122.202,,,,,,,,
267020,Karangetang,16503,Confirmed Eruption,1900,0,0,,,,2.781,125.407,,,,,,,,
284140,Farallon de Pajaros,18481,Confirmed Eruption,1900,0,0,1901,5,0,20.546,144.893,,,,,,,,
290260,Chirinkotan,18826,Confirmed Eruption,1900,0,0,,,,48.98,153.48,,,,,,,,
390090,Saunders,13213,Confirmed Eruption,1900,0,0,,,,-57.8,-26.483,,,,,,,,
358030,Huequi,12267,Confirmed Eruption,1900,0,0,,,,-42.377,-72.578,,,,,,,,
343030,Izalco,10807,Confirmed Eruption,1899,12,31,1900,3,0,13.813,-89.633,,,,,,,,
263300,Semeru,16004,Confirmed Eruption,1899,12,0,,,,-8.108,112.922,,,,,,,,
344070,"Negro, Cerro",10946,Confirmed Eruption,1899,11,22,1899,11,29,12.506,-86.702,,,,,,,,
211060,Etna,13765,Confirmed Eruption,1899,11,15,1907,8,0,37.748,14.999,,,,,,,,
315020,Wrangell,20411,Confirmed Eruption,1899,9,3,,,,62.006,-144.017,,,,,,,,
283170,Adatarayama,17911,Confirmed Eruption,1899,8,24,1899,11,12,37.647,140.281,,,,,,,,
263300,Semeru,16003,Confirmed Eruption,1899,8,11,,,,-8.108,112.922,,,,,,,,
282090,Kirishimayama,17152,Confirmed Eruption,1899,7,28,1900,2,16,31.934,130.862,,,,,,,,
211060,Etna,13764,Confirmed Eruption,1899,7,19,1899,8,5,37.748,14.999,,,,,,,,
283110,Asamayama,17761,Confirmed Eruption,1899,7,10,1899,8,7,36.406,138.523,,,,,,,,
332020,Mauna Loa,10212,Confirmed Eruption,1899,7,1,1899,7,23,19.475,-155.608,,,,,,,,
264230,Lewotolok,16334,Confirmed Eruption,1899,6,2,,,,-8.274,123.508,,,,,,,,
263060,Gede-Pangrango,15660,Confirmed Eruption,1899,5,1,1899,5,14,-6.77,106.965,,,,,,,,
283110,Asamayama,17760,Confirmed Eruption,1899,3,11,,,,36.406,138.523,,,,,,,,
233020,"Fournaise, Piton de la",14305,Confirmed Eruption,1899,2,13,1899,7,18,-21.244,55.708,,,,,,,,
223020,Nyamulagira,14043,Confirmed Eruption,1899,2,0,,,,-1.408,29.2,,,,,,,,
263300,Semeru,16002,Confirmed Eruption,1899,1,17,1899,3,31,-8.108,112.922,,,,,,,,
390010,Buckle Island,19970,Confirmed Eruption,1899,1,12,,,,-66.78,163.25,,,,,,,,
351060,Purace,11327,Confirmed Eruption,1899,0,0,,,,2.32,-76.4,,,,,,,,
267020,Karangetang,16502,Confirmed Eruption,1899,0,0,,,,2.781,125.407,,,,,,,,
223030,Nyiragongo,14090,Confirmed Eruption,1899,0,0,,,,-1.52,29.25,,,,,,,,
255020,Bagana,15119,Confirmed Eruption,1899,0,0,,,,-6.137,155.196,,,,,,,,
251020,Manam,14900,Confirmed Eruption,1899,0,0,,,,-4.08,145.037,,,,,,,,
311290,Okmok,19840,Confirmed Eruption,1899,0,0,,,,53.43,-168.13,,,,,,,,
345040,Poas,11153,Confirmed Eruption,1898,12,29,1907,12,31,10.2,-84.233,,,,,,,,
282090,Kirishimayama,17151,Confirmed Eruption,1898,12,26,1898,12,30,31.934,130.862,,,,,,,,
285061,Maruyama,18663,Confirmed Eruption,1898,12,3,1898,12,6,43.418,143.031,,,,,,,,
233020,"Fournaise, Piton de la",14304,Confirmed Eruption,1898,11,26,,,,-21.244,55.708,,,,,,,,
282110,Asosan,17291,Confirmed Eruption,1898,8,0,1899,4,0,32.884,131.104,,,,,,,,
257050,Lopevi,15292,Confirmed Eruption,1898,6,3,1898,7,24,-16.507,168.346,,,,,,,,
268060,Gamalama,16657,Confirmed Eruption,1898,5,14,1898,5,28,0.8,127.33,,,,,,,,
266010,Colo,16421,Confirmed Eruption,1898,5,2,1900,0,0,-0.162,121.601,,,,,,,,
352010,Reventador,11434,Confirmed Eruption,1898,4,8,1906,0,0,-0.077,-77.656,,,,,,,,
300060,Mutnovsky,18962,Confirmed Eruption,1898,4,0,1898,7,15,52.449,158.196,,,,,,,,
257040,Ambrym,15249,Confirmed Eruption,1898,3,26,,,,-16.25,168.12,,,,,,,,
263300,Semeru,16001,Confirmed Eruption,1898,2,23,,,,-8.108,112.922,,,,,,,,
300260,Klyuchevskoy,19430,Confirmed Eruption,1898,2,20,,,,56.056,160.642,,,,,,,,
282090,Kirishimayama,17150,Confirmed Eruption,1898,2,8,1898,3,11,31.934,130.862,,,,,,,,
263320,Lamongan,16101,Confirmed Eruption,1898,2,5,1898,2,15,-7.981,113.341,,,,,,,,
233020,"Fournaise, Piton de la",14303,Confirmed Eruption,1898,1,14,1898,1,20,-21.244,55.708,,,,,,,,
241080,Tongariro,13566,Confirmed Eruption,1898,1,0,,,,-39.157,175.632,,,,,,,,
252120,Ulawun,15038,Confirmed Eruption,1898,0,0,,,,-5.05,151.33,,,,,,,,
223030,Nyiragongo,14089,Confirmed Eruption,1898,0,0,,,,-1.52,29.25,,,,,,,,
224004,Santa Isabel,14113,Confirmed Eruption,1898,0,0,,,,3.588,8.762,,,,,,,,
305060,Changbaishan,19649,Confirmed Eruption,1898,0,0,,,,41.98,128.08,,,,,,,,
311360,Shishaldin,20069,Confirmed Eruption,1898,0,0,,,,54.756,-163.97,,,,,,,,
355100,Lascar,11853,Confirmed Eruption,1898,0,0,1900,0,0,-23.37,-67.73,,,,,,,,
357070,"Chillan, Nevados de",11978,Confirmed Eruption,1898,0,0,,,,-36.868,-71.378,,,,,,,,
357120,Villarrica,12137,Confirmed Eruption,1897,12,1,1898,2,1,-39.42,-71.93,,,,,,,,
351070,Dona Juana,11341,Confirmed Eruption,1897,11,1,1906,0,0,1.5,-76.936,,,,,,,,
268060,Gamalama,16656,Confirmed Eruption,1897,9,7,1897,9,24,0.8,127.33,,,,,,,,
283120,Kusatsu-Shiranesan,17825,Confirmed Eruption,1897,7,8,1897,8,16,36.618,138.528,,,,,,,,
332010,Kilauea,10070,Confirmed Eruption,1897,6,24,1897,6,27,19.421,-155.287,,,,,,,,
257070,Kuwae,15334,Confirmed Eruption,1897,5,25,1901,0,0,-16.829,168.536,,,,,,,,
273030,Mayon,16794,Confirmed Eruption,1897,5,23,1897,7,23,13.257,123.685,,,,,,,,
255020,Bagana,15118,Confirmed Eruption,1897,5,16,,,,-6.137,155.196,,,,,,,,
282090,Kirishimayama,17149,Confirmed Eruption,1897,5,3,1897,9,4,31.934,130.862,,,,,,,,
222030,"Barrier, The",13968,Confirmed Eruption,1897,5,0,,,,2.32,36.57,,,,,,,,
263340,Raung,16119,Confirmed Eruption,1897,4,0,,,,-8.119,114.056,,,,,,,,
256010,Tinakula,15196,Confirmed Eruption,1897,3,26,,,,-10.386,165.804,,,,,,,,
282110,Asosan,17290,Confirmed Eruption,1897,2,24,,,,32.884,131.104,,,,,,,,
233020,"Fournaise, Piton de la",14302,Confirmed Eruption,1897,1,5,1897,1,24,-21.244,55.708,,,,,,,,
263300,Semeru,16000,Confirmed Eruption,1897,1,1,1897,1,3,-8.108,112.922,,,,,,,,
357010,Tupungatito,11893,Confirmed Eruption,1897,1,0,1897,4,12,-33.425,-69.797,,,,,,,,
353090,Santiago,11732,Confirmed Eruption,1897,0,0,,,,-0.22,-90.77,,,,,,,,
373010,Grimsvotn,12822,Confirmed Eruption,1897,0,0,,,,64.416,-17.316,,,,,,,,
263250,Merapi,15889,Confirmed Eruption,1897,0,0,,,,-7.54,110.446,,,,,,,,
264010,Batur,16185,Confirmed Eruption,1897,0,0,,,,-8.242,115.375,,,,,,,,
241080,Tongariro,13565,Confirmed Eruption,1897,0,0,,,,-39.157,175.632,,,,,,,,
311240,Cleveland,19802,Confirmed Eruption,1897,0,0,,,,52.825,-169.944,,,,,,,,
300270,Sheveluch,19574,Confirmed Eruption,1897,0,0,1898,0,0,56.653,161.36,,,,,,,,
282090,Kirishimayama,17148,Confirmed Eruption,1896,12,21,,,,31.934,130.862,,,,,,,,
300260,Klyuchevskoy,19429,Confirmed Eruption,1896,12,0,1897,11,0,56.056,160.642,,,,,,,,
241080,Tongariro,13564,Confirmed Eruption,1896,11,0,1896,12,26,-39.157,175.632,,,,,,,,
263320,Lamongan,16100,Confirmed Eruption,1896,9,5,1896,9,19,-7.981,113.341,,,,,,,,
372010,Vestmannaeyjar,12556,Confirmed Eruption,1896,9,0,,,,63.416,-20.266,,,,,,,,
273030,Mayon,16793,Confirmed Eruption,1896,8,31,1896,9,27,13.257,123.685,,,,,,,,
263340,Raung,16118,Confirmed Eruption,1896,8,0,,,,-8.119,114.056,,,,,,,,
332010,Kilauea,10069,Confirmed Eruption,1896,7,11,1896,9,25,19.421,-155.287,,,,,,,,
263090,Tangkuban Parahu,15672,Confirmed Eruption,1896,5,22,1896,5,23,-6.77,107.6,,,,,,,,
